pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgement
1455	Una mujer está cortando carne con un cuchillo .	Un hombre está haciendo masa	1.7	NEUTRAL
1458	Un bebe esta riendo	Un bebe esta llorando	3.1	NEUTRAL
1461	Un hombre esta haciendo actividad fisica	Un bebe esta riendo	1.1	NEUTRAL
1463	Un hombre está haciendo ejercicio	Un bebé feliz se ríe	1.0	NEUTRAL
1464	Un bebe esta llorando	Un hombre está haciendo ejercicio	1.0	NEUTRAL
1466	Tres hombres saltan de una pared alta	Tres hombres están saltando de una pared	4.9	ENTAILMENT
1467	Tres hombres están saltando sobre una pared .	Tres hombres están saltando de una pared	4.0	CONTRADICTION
1473	Tres jóvenes corren , saltan y patean cerca de una máquina expendedora	Tres hombres están saltando sobre una pared .	2.8	NEUTRAL
1474	Tres hombres están saltando de una pared	Tres jóvenes corren , saltan y patean cerca de una máquina expendedora	2.7	NEUTRAL
1476	Un ciervo está parado dentro de una valla .	Un ciervo está saltando por encima de una valla ciclónica .	3.3	NEUTRAL
1479	El ciervo está saltando por encima de la valla baja .	Un ciervo está saltando por encima de una valla ciclónica .	3.8	NEUTRAL
1480	Un ciervo está saltando por encima de una valla ciclónica .	El ciervo no está saltando la valla	3.7	CONTRADICTION
1481	Un ciervo salta sobre una pared .	El ciervo está saltando por encima de la cerca .	4.0	NEUTRAL
1482	Un ciervo está parado dentro de una valla .	El ciervo está saltando por encima de la cerca .	3.5	CONTRADICTION
1483	Un ciervo está saltando por encima de una valla ciclónica .	El ciervo está saltando por encima de la cerca .	4.6	ENTAILMENT
1484	El aceite está siendo removido por un hombre .	El hombre esta removiendo aceite	4.9	ENTAILMENT
1486	El hombre está revolviendo la salsa para el pollo .	El hombre está cocinando salsa para la carne .	4.1	NEUTRAL
1488	El hombre esta removiendo aceite	El hombre está cocinando salsa para la carne .	3.2	NEUTRAL
1489	El hombre esta removiendo aceite	El hombre no revuelve la salsa para el pollo	3.2	NEUTRAL
1494	No hay hombre tocando la guitarra	Un hombre toca la guitarra	4.3	CONTRADICTION
1498	Un hombre toca la guitarra	No hay hombre tocando la guitarra	4.1	CONTRADICTION
1499	Un hombre está tocando una guitarra eléctrica .	Un hombre esta tocando una guitarra	4.5	ENTAILMENT
1501	Un hombre esta tocando una guitarra	Un hombre toca la guitarra	4.9	ENTAILMENT
1504	Tres hombres están practicando karate en un campo .	Tres hombres están practicando karate al aire libre	4.5	ENTAILMENT
1505	Tres hombres están practicando karate en un campo .	Tres hombres están practicando karate en un gimnasio .	3.7	NEUTRAL
1509	Tres chicos con trajes de kárate no están peleando	Tres hombres están practicando karate en un campo .	2.4	NEUTRAL
1511	Algunas mujeres se abrazan en círculo y bailan	Algunas mujeres se abrazan y bailan juntas	3.9	ENTAILMENT
1513	Dos hombres están jugando al tenis de mesa	Dos hombres están jugando al ping pong	4.3	ENTAILMENT
1514	Dos hombres están jugando al futbolín	Dos hombres están jugando al tenis de mesa	2.8	CONTRADICTION
1517	Algunas mujeres se abrazan en círculo y bailan	Dos hombres están jugando al tenis de mesa	1.1	NEUTRAL
1519	Dos hombres están jugando al tenis de mesa	Algunas mujeres se abrazan y bailan juntas	1.1	NEUTRAL
1521	No hay mujer cortando brócoli	Una mujer está cortando brócoli	3.4	CONTRADICTION
1523	Una mujer está plantando flores .	Una mujer está cortando unas flores .	3.1	NEUTRAL
1524	Una mujer está cortando algunas plantas .	Una mujer está cortando brócoli	3.5	NEUTRAL
1527	Una mujer está cortando unas flores .	No hay mujer cortando brócoli	2.3	NEUTRAL
1531	Una mujer está cortando una cebolla blanca .	Una mujer está cortando una cebolla	4.4	ENTAILMENT
1534	No hay mujer cortando una cebolla	Un caballo esta parado	1.0	NEUTRAL
1535	Un caballo blanco esta parado	Una mujer está cortando una cebolla	1.0	NEUTRAL
1536	Un caballo esta corriendo	Una mujer está cortando una cebolla	1.0	NEUTRAL
1538	Un gato está tocando un piano	Un gato está tocando un teclado	4.1	NEUTRAL
1541	Un hombre toca dos teclados	No hay hombre tocando dos teclados	2.4	CONTRADICTION
1545	Un hombre toca dos teclados	No hay gato tocando un teclado	2.3	NEUTRAL
1547	Los mimos actúan en un pequeño escenario	Los mimos actúan en un escenario	4.8	ENTAILMENT
1549	Los hombres actúan en un escenario	Los hombres actúan en el escenario .	4.4	ENTAILMENT
1550	Dos hombres salen del escenario	Los hombres actúan en el escenario .	3.5	NEUTRAL
1551	Los hombres actúan en un escenario	Los mimos actúan en un escenario	3.6	NEUTRAL
1552	Dos hombres salen del escenario	Los mimos actúan en un escenario	3.1	NEUTRAL
1553	Los hombres actúan en el escenario .	Los mimos actúan en un pequeño escenario	3.5	NEUTRAL
1557	Un hombre esta dejando caer un arbol	Un hombre lleva un árbol	3.6	NEUTRAL
1558	Un hombre está recogiendo un árbol	Un hombre está recogiendo un árbol	4.9	ENTAILMENT
1559	Un hombre esta plantando un arbol	Un hombre está recogiendo un árbol	3.9	NEUTRAL
1563	Un hombre está recogiendo un árbol	Un hombre esta dejando caer un arbol	3.5	NEUTRAL
1565	Un hombre toca apasionadamente la guitarra	Un hombre esta tocando la guitarra	4.6	ENTAILMENT
1566	Un hombre esta tocando la guitarra	No hay hombre tocando la guitarra	3.5	CONTRADICTION
1570	Una persona está escuchando una trompeta	Una persona está tocando una trompeta	3.5	NEUTRAL
1573	Un hombre esta tocando la guitarra	Una persona está escuchando una trompeta	1.5	NEUTRAL
1574	Una persona está tocando una trompeta	Un hombre toca apasionadamente la guitarra	2.5	NEUTRAL
1575	Una persona está tocando una trompeta	No hay hombre tocando la guitarra	2.5	NEUTRAL
1576	Un hombre toca al dueño de la guitarra .	Una persona está tocando una trompeta	2.5	NEUTRAL
1580	Un tejón , que es astuto , está cavando la tierra	Un tejón está cavando astutamente la tierra	4.5	ENTAILMENT
1582	Un tejón , que es astuto , está cavando la tierra	El tejón está cavando un agujero	4.0	ENTAILMENT
1585	Un tejón está cavando astutamente la tierra	El tejón no está cavando un agujero	2.7	CONTRADICTION
1586	Un tejón está cavando astutamente la tierra	El tejón está cavando un agujero	4.2	ENTAILMENT
1587	Un hombre está vertiendo algo de líquido en una sartén	Un hombre está vertiendo líquido en una olla .	4.6	ENTAILMENT
1588	Un hombre está vertiendo líquido en una olla .	No hay hombre echando líquido en una olla	3.7	CONTRADICTION
1591	El chef vierte cuidadosamente aceite en la sartén .	Un hombre está vertiendo líquido en una olla .	3.2	NEUTRAL
1592	Un hombre está vertiendo líquido en una olla .	El chef está secando cuidadosamente el aceite de la sartén .	2.3	NEUTRAL
1595	Un hombre está vertiendo líquido en una olla .	El chef vierte cuidadosamente un poco de aceite en una sartén .	4.1	NEUTRAL
1599	El hombre está operando un taquígrafo	El hombre no está operando un taquígrafo	3.3	CONTRADICTION
1601	El hombre opera con cautela un taquígrafo	Un hombre está escribiendo en una máquina utilizada para la taquigrafía .	4.2	NEUTRAL
1604	El hombre está escribiendo en una máquina utilizada para la taquigrafía .	El hombre está operando un taquígrafo	4.8	ENTAILMENT
1606	El hombre está operando un taquígrafo	Un hombre está escribiendo en una máquina utilizada para la taquigrafía .	4.7	ENTAILMENT
1607	Una serpiente está siendo alimentada con un ratón por un hombre .	Un hombre le está dando un ratón a la serpiente .	4.7	ENTAILMENT
1609	Un pobre está siendo alimentado con serpientes y ratones .	Una serpiente está siendo alimentada con un ratón por un hombre .	2.3	NEUTRAL
1610	El hombre está alimentando cuidadosamente con un ratón a la serpiente .	El hombre alimenta cautelosamente con un ratón a la serpiente .	4.8	ENTAILMENT
1612	El hombre está alimentando cuidadosamente con un ratón a la serpiente .	Una serpiente está siendo alimentada con un ratón por un hombre .	4.8	ENTAILMENT
1614	El hombre alimenta cautelosamente con un ratón a la serpiente .	Un hombre le está dando un ratón a la serpiente .	4.6	ENTAILMENT
1615	Ninguna serpiente está siendo alimentada por un ratón por un hombre	El hombre alimenta cautelosamente con un ratón a la serpiente .	3.4	CONTRADICTION
1618	Un chico está jugando alegremente con el footbag .	Un chico está jugando alegremente con un footbag .	4.9	ENTAILMENT
1621	El hombre no toca el piano	El hombre esta tocando un piano	3.6	CONTRADICTION
1625	El hombre esta tocando un piano	Hay un chico jugando alegremente con un footbag	1.5	NEUTRAL
1626	El hombre esta tocando un piano	Un chico está jugando alegremente con un footbag .	1.3	NEUTRAL
1627	Un hombre está mezclando algunos ingredientes en un tazón .	Una persona está mezclando algunos ingredientes en un bol	4.5	ENTAILMENT
1629	Una persona le está lanzando los ingredientes al hombre de la batidora .	Una persona está mezclando algunos ingredientes en un bol	2.8	NEUTRAL
1631	Una mujer está rompiendo dos huevos en un tazón .	No hay mujer rompiendo huevos en un cuenco	3.4	CONTRADICTION
1632	Una mujer está rompiendo dos huevos en un tazón .	Una mujer lanza dos huevos a una bailarina de break	2.0	NEUTRAL
1635	Una persona está mezclando algunos ingredientes en un bol	Una mujer lanza dos huevos a una bailarina de break	1.6	NEUTRAL
1639	Una mujer está rompiendo dos huevos en un tazón .	Una persona está mezclando algunos ingredientes en un bol	3.3	NEUTRAL
1640	La niña está saltando imprudentemente a un auto	La niña está saltando imprudentemente a un vehículo .	4.6	ENTAILMENT
1641	La niña está saltando imprudentemente a un auto	La chica no se sube al coche de forma imprudente .	3.6	CONTRADICTION
1643	Una joven está saltando sobre el auto .	Una niña está saltando sobre el auto .	4.9	ENTAILMENT
1646	La niña está saltando imprudentemente a un auto	Una joven está saltando sobre el auto .	4.4	ENTAILMENT
1647	La niña está saltando imprudentemente a un auto	No hay niña saltando al auto	3.6	NEUTRAL
1648	Una niña está en un auto que salta .	La niña está saltando imprudentemente a un auto	4.0	NEUTRAL
1649	La niña está saltando imprudentemente a un vehículo .	Una niña está saltando sobre el auto .	4.2	NEUTRAL
1650	La chica no se sube al coche de forma imprudente .	Una niña está saltando sobre el auto .	3.3	NEUTRAL
1651	Un coche está saltando peligrosamente sobre una chica	Una niña está saltando sobre el auto .	2.9	NEUTRAL
1652	La niña está saltando imprudentemente a un auto	Una niña está saltando sobre el auto .	4.4	ENTAILMENT
1653	Una mujer está pelando lentamente una papa	Una mujer está pelando una papa	4.7	ENTAILMENT
1655	Una mujer lanza una cáscara de papa	Una mujer está pelando una papa	3.6	NEUTRAL
1657	La papa está siendo pelada por una mujer .	La papa no la pela una mujer	3.2	CONTRADICTION
1659	Una mujer está pelando una papa	La papa no la pela una mujer	3.6	CONTRADICTION
1660	Una mujer está pelando lentamente una papa	La papa está siendo pelada por una mujer .	4.5	ENTAILMENT
1661	No hay mujer pelando una papa	La papa está siendo pelada por una mujer .	3.5	CONTRADICTION
1663	La papa está siendo pelada por una mujer .	Una mujer está pelando una papa	4.8	ENTAILMENT
1668	La guitarra la toca el hombre	Nadie toca la guitarra	3.9	CONTRADICTION
1669	La guitarra la toca el hombre	El hombre es un guitarrista	4.8	ENTAILMENT
1670	Un barco navega pacíficamente sobre el agua	La guitarra la toca un hombre	1.0	NEUTRAL
1671	Nadie toca la guitarra	Un barco navega pacíficamente sobre el agua	1.0	NEUTRAL
1673	Un barco navega silenciosamente sobre el agua	La guitarra la toca el hombre	1.0	NEUTRAL
1675	La vela de un barco se refleja en las tranquilas aguas	La guitarra la toca el hombre	1.0	NEUTRAL
1677	El hombre está echando aceite sobre unos tomates .	Una persona vierte aceite sobre unos tomates .	4.6	ENTAILMENT
1680	El hombre está echando un poco de aceite sobre los tomates	El hombre está echando un poco de aceite sobre los tomates .	4.8	ENTAILMENT
1682	El hombre está echando un poco de aceite sobre los tomates .	Alguien le está echando aceite de tomate al hombre	2.4	NEUTRAL
1687	El hombre está echando un poco de aceite sobre los tomates .	Un hombre no está echando aceite sobre los tomates .	3.0	CONTRADICTION
1691	Un gato no bebe leche	La leche la bebe un gato	3.7	CONTRADICTION
1694	Un gatito está bebiendo leche fresca .	No hay gatito bebiendo leche	3.7	CONTRADICTION
1697	No hay gatito bebiendo leche	La leche la bebe un gato	3.7	NEUTRAL
1700	Un gatito está bebiendo leche fresca .	Un gato no bebe leche	3.7	CONTRADICTION
1702	Un gatito está bebiendo leche fresca .	La leche la bebe un gato	4.2	ENTAILMENT
1705	Un hombre sostiene descuidadamente una rana	Un hombre sostiene descuidadamente una rana .	4.8	ENTAILMENT
1706	Un hombre sostiene descuidadamente una rana .	Un hombre deja caer descuidadamente una rana	3.6	NEUTRAL
1707	Un hombre está vaciando un recipiente de plástico .	Un hombre sostiene descuidadamente una rana	1.1	NEUTRAL
1708	Un hombre está vaciando un recipiente de plástico .	Un hombre deja caer descuidadamente una rana	1.2	NEUTRAL
1712	Un hombre está cortando una cebolla	Un hombre está cortando una cebolla	4.9	ENTAILMENT
1714	Un hombre está comiendo rodajas de cebolla	Un hombre está cortando una cebolla	3.7	NEUTRAL
1715	Un hombre está cortando una cebolla	El hombre está cortando la cebolla	4.9	ENTAILMENT
1716	Ningún hombre está cortando cebolla	Un hombre está cortando una cebolla	3.1	CONTRADICTION
1719	Un hombre está cortando una cebolla	Un hombre está cortando una cebolla	4.8	ENTAILMENT
1721	Un hombre está cortando una cebolla	Un hombre está comiendo rodajas de cebolla	3.2	NEUTRAL
1723	Un hombre monta imprudentemente a caballo	Una persona monta imprudentemente a caballo	4.2	ENTAILMENT
1724	Un hombre monta imprudentemente a caballo	No hay hombre que monte imprudentemente a caballo	4.1	CONTRADICTION
1729	Un hombre monta imprudentemente a caballo	El elefante no está siendo montado por la mujer .	1.4	NEUTRAL
1733	Un hombre monta imprudentemente a caballo	El elefante está siendo montado por la mujer .	1.0	NEUTRAL
1736	Alguien esta tocando el piano	Alguien toca el piano	5.0	ENTAILMENT
